date_num,Group,ProductId,ZoneId,Sales_$
1441,g2,p21,z23,0.891619025
1438,g2,p21,z23,0.937275612
1459,g2,p21,z148,0.935839499
1455,g2,p21,z148,0.947835924
1448,g2,p21,z148,0.968313719
1445,g2,p21,z148,0.934641502
1450,g2,p21,z148,0.954010237
1447,g2,p21,z148,0.93112265
1432,g1,p56,z148,1.466861041
1433,g1,p56,z148,1.494383178
1449,g1,p56,z148,1.4638492
1424,g1,p56,z148,1.499271237
1440,g1,p56,z148,1.438407257
1444,g2,p81,z1,1.259501013
1463,g2,p20,z1,1.579428146
1464,g2,p20,z1,1.514249136
1458,g2,p20,z1,1.558608702
1447,g2,p20,z1,1.138477058
1443,g2,p20,z1,1.528917093
1460,g3,p4,z1,1.652372908
1458,g3,p4,z1,1.685025628
1447,g3,p4,z1,1.693603488
1443,g3,p4,z1,1.739248005
1446,g1,p56,z1,1.719026498
1444,g1,p56,z1,1.725541713
1385,g2,p21,z23,0.926678684
1459,g2,p21,z1,1.084546595
1464,g2,p21,z1,1.124609403
1454,g2,p21,z1,1.107137247
1446,g2,p21,z1,1.138325518
1447,g2,p21,z1,0.794015554
1448,g2,p21,z1,1.132097091
1442,g2,p21,z1,1.081203226
1443,g2,p21,z1,1.099281441
1388,g1,p56,z148,1.445045688
1386,g1,p56,z148,1.410891912
1385,g1,p56,z148,1.473154718
1382,g1,p56,z148,1.477369597
1391,g1,p56,z148,1.460898689
1390,g1,p56,z148,1.446886078
1413,g1,p86,z148,1.318584809
1414,g1,p86,z148,1.28502083
1416,g1,p56,z148,1.257488783
1419,g1,p56,z148,1.279439225
1429,g2,p65,z23,0.932910327
1460,g2,p80,z1,0.644719714
1462,g2,p80,z23,0.630769152
1463,g2,p80,z23,0.645718799
1412,g2,p65,z23,0.997922068
1415,g2,p65,z23,1.019637071
1418,g2,p65,z23,1.035664349
1387,g2,p80,z23,0.654817244
1392,g2,p80,z23,0.633601123
1391,g2,p80,z23,0.636150655
1411,g2,p80,z23,0.647761605
1413,g2,p80,z23,0.651335602
1414,g2,p80,z23,0.650330873
1420,g2,p80,z23,0.639389008
1426,g2,p80,z23,0.622722598
1428,g2,p80,z23,0.639705404
1454,g2,p80,z23,0.690253832
1454,g2,p80,z148,0.705513593
1456,g2,p80,z1,0.699524774
1457,g2,p80,z23,0.714586568
1434,g2,p80,z23,0.694590042
1436,g2,p80,z23,0.703300921
1445,g2,p80,z23,0.713240273
1451,g2,p80,z23,0.692033759
1450,g2,p80,z1,0.679639326
1446,g2,p80,z1,0.673821439
1440,g2,p80,z23,0.69560411
1443,g2,p80,z23,0.709306025
1388,g2,p65,z23,1.193119797
1382,g2,p65,z23,1.206622208
1394,g2,p65,z23,1.221483172
1393,g2,p65,z148,1.235453753
1421,g2,p65,z23,1.235029705
1423,g2,p65,z23,1.179519962
1424,g2,p65,z23,1.185989083
1426,g2,p65,z148,1.231361288
1383,g2,p57,z148,0.562347416
1386,g2,p57,z148,0.57682561
1385,g2,p57,z148,0.582975397
1462,g2,p57,z148,0.570989684
1453,g2,p57,z148,0.571181732
1415,g2,p57,z148,0.56756882
1418,g2,p57,z148,0.57663427
1451,g2,p57,z148,0.584468713
1440,g2,p57,z148,0.557266818
1441,g2,p57,z148,0.585182737
1465,g2,p57,z1,0.668153667
1457,g2,p57,z1,0.650248879
1448,g2,p57,z1,0.681109644
1442,g2,p57,z1,0.652567838
1449,g3,p23,z1,1.133910898
1448,g3,p23,z23,1.382207109
1382,g3,p23,z23,1.547047272
1383,g3,p23,z23,1.532075962
1384,g3,p23,z23,1.494079781
1394,g3,p23,z23,1.496899332
1390,g3,p23,z23,1.521410908
1391,g3,p23,z23,1.571558261
1392,g3,p23,z148,1.522488168
1411,g3,p23,z23,1.494667723
1413,g3,p23,z23,1.492674346
1414,g3,p23,z23,1.510073108
1417,g3,p23,z23,1.566078207
1459,g3,p23,z23,1.591906312
1465,g3,p23,z23,1.579903786
1462,g3,p23,z23,1.576191691
1463,g3,p23,z23,1.571246813
1453,g3,p23,z23,1.591450503
1455,g3,p23,z148,1.628797917
1458,g3,p23,z148,1.614715399
1452,g3,p23,z23,1.618169583
1456,g3,p23,z1,1.622344984
1456,g3,p23,z23,1.596289942
1456,g3,p23,z148,1.593894487
1421,g3,p23,z148,1.585400948
1432,g3,p23,z23,1.631894938
1436,g3,p23,z23,1.61407986
1437,g3,p23,z23,1.608052012
1437,g3,p23,z148,1.590442668
1435,g3,p23,z148,1.600596197
1446,g3,p23,z1,1.560650768
1449,g3,p23,z148,1.600372199
1445,g3,p23,z1,1.596708864
1430,g3,p23,z23,1.574711323
1427,g3,p23,z23,1.615305226
1438,g3,p23,z23,1.617039413
1441,g3,p23,z23,1.632688495
1439,g3,p23,z23,1.558943864
1382,g3,p4,z23,1.41924829
1383,g3,p4,z23,1.424650871
1392,g3,p4,z148,1.432559414
1390,g3,p4,z23,1.425713771
1461,g3,p4,z23,1.503974327
1462,g3,p4,z23,1.420635838
1459,g3,p4,z23,1.474413654
1465,g3,p4,z23,1.476426146
1452,g3,p4,z23,1.505099175
1452,g3,p4,z148,1.490594183
1458,g3,p4,z148,1.461204811
1455,g3,p4,z148,1.494859135
1414,g3,p4,z23,1.491782433
1416,g3,p4,z148,1.475599782
1417,g3,p4,z23,1.479481099
1418,g3,p4,z23,1.463494859
1423,g3,p4,z23,1.456205914
1423,g3,p4,z148,1.494742092
1434,g3,p4,z23,1.499132119
1434,g3,p4,z148,1.469068178
1433,g3,p4,z148,1.470858903
1445,g3,p4,z23,1.431244811
1445,g3,p4,z148,1.460185973
1450,g3,p4,z23,1.493748077
1449,g3,p4,z23,1.448360006
1428,g3,p4,z23,1.50155726
1429,g3,p4,z23,1.420622825
1429,g3,p4,z148,1.446941379
1425,g3,p4,z23,1.496112577
1425,g3,p4,z148,1.502344787
1424,g3,p4,z23,1.469610549
1424,g3,p4,z148,1.482545128
1427,g3,p4,z148,1.448903876
1443,g3,p4,z148,1.464014909
1439,g3,p4,z23,1.469112717
1439,g3,p4,z148,1.442305992
1440,g3,p4,z23,1.469699688
1441,g3,p4,z23,1.424474601
1441,g3,p4,z148,1.491317196
1462,g2,p65,z23,1.078424614
1459,g2,p65,z1,1.075326537
1454,g2,p65,z23,1.08760236
1458,g2,p65,z148,1.118522558
1452,g2,p65,z23,1.117314565
1457,g2,p65,z148,1.108052408
1453,g2,p65,z23,1.071647377
1453,g2,p65,z148,1.077419148
1433,g2,p65,z23,1.1249494
1434,g2,p65,z23,1.098097967
1445,g2,p65,z1,1.119271788
1448,g2,p65,z23,1.071569591
1448,g2,p65,z148,1.066978276
1446,g2,p65,z23,1.123733188
1451,g2,p65,z23,1.122898676
1447,g2,p65,z1,1.07697252
1450,g2,p65,z23,1.072935202
1428,g2,p65,z23,1.085313372
1438,g2,p65,z23,1.092935229
1444,g2,p65,z1,1.094570388
1443,g2,p65,z1,1.12480709
1439,g2,p65,z23,1.09737291
1440,g2,p65,z148,1.092382355
1442,g2,p65,z23,1.122966609
1460,g2,p7,z1,1.034311111
1452,g2,p7,z1,1.011337269
1454,g2,p7,z1,1.028273562
1458,g2,p7,z1,0.990731259
1451,g2,p7,z1,0.984018144
1442,g2,p7,z1,0.995949418
1462,g1,p66,z1,2.140128402
1463,g1,p66,z1,2.043551749
1465,g1,p66,z1,2.058952841
1457,g1,p66,z1,2.156226556
1465,g1,p16,z1,1.856220436
1457,g2,p9,z23,1.653345932
1446,g2,p9,z23,1.415113697
1463,g2,p9,z1,1.978737888
1452,g2,p9,z1,1.899682962
1455,g2,p9,z1,1.898297244
1456,g2,p9,z1,1.942558983
1458,g2,p9,z1,1.902111055
1446,g2,p9,z1,1.941204884
1447,g2,p9,z1,1.892991875
1463,g2,p6,z1,1.771414368
1446,g2,p6,z1,1.73515016
1449,g2,p6,z1,1.726140706
1450,g2,p6,z1,1.818468176
1419,g2,p6,z23,1.204994713
1418,g2,p6,z23,1.213642488
1390,g2,p6,z23,1.314930908
1392,g2,p6,z23,1.360929198
1434,g2,p9,z23,1.433106445
1435,g2,p9,z23,1.455689202
1433,g2,p9,z23,1.400922507
1432,g2,p9,z23,1.44091277
1427,g2,p9,z23,1.400393311
1439,g2,p9,z23,1.410529326
1438,g2,p9,z23,1.449857448
1426,g2,p9,z23,1.449457692
1387,g2,p9,z23,1.626361681
1385,g2,p9,z23,1.69464574
1450,g2,p9,z23,1.644473361
1464,g2,p9,z23,1.619344089
1462,g2,p9,z23,1.630822277
1458,g2,p9,z23,1.698396437
1448,g2,p9,z23,1.68991754
1454,g2,p9,z148,1.64106077
1453,g2,p9,z23,1.654996875
1456,g2,p9,z23,1.624350972
1461,g2,p9,z23,1.674927305
1461,g2,p6,z23,1.522934849
1460,g2,p6,z23,1.558481052
1456,g2,p6,z23,1.556931472
1455,g2,p6,z23,1.4914108
1440,g2,p6,z23,1.483298329
1457,g2,p6,z1,1.54744776
1450,g2,p6,z23,1.507518652
1447,g2,p6,z23,1.526824188
1462,g2,p6,z23,1.508583516
1431,g2,p6,z23,1.553558483
1448,g2,p6,z23,1.554676946
1446,g2,p6,z23,1.507732378
1421,g2,p6,z23,1.554705403
1463,g2,p6,z23,1.486622787
1451,g2,p6,z23,1.567047079
1428,g2,p6,z23,1.506440076
1427,g2,p6,z23,1.523723982
1426,g2,p6,z23,1.505033238
1420,g2,p6,z23,1.528326869
1422,g2,p6,z23,1.523894285
1461,g1,p66,z148,1.769523999
1464,g1,p66,z148,1.794135959
1440,g1,p66,z148,1.758366351
1454,g1,p66,z148,1.756002308
1462,g1,p66,z148,1.77045543
1420,g1,p66,z148,1.757366335
1392,g1,p66,z148,1.77959419
1450,g1,p66,z148,1.768597293
1385,g1,p66,z148,1.771721549
1431,g1,p66,z148,1.839943542
1456,g2,p7,z23,0.879832148
1456,g2,p7,z148,0.885004699
1462,g2,p7,z23,0.8706115
1453,g2,p7,z148,0.850651438
1457,g2,p7,z23,0.886540245
1392,g2,p7,z23,0.846301277
1465,g2,p7,z23,0.891241933
1434,g2,p7,z23,0.87619891
1446,g2,p7,z23,0.870775578
1443,g2,p7,z23,0.847497743
1449,g2,p7,z23,0.8880659
1437,g2,p7,z23,0.879843885
1433,g2,p7,z23,0.85654228
1422,g2,p7,z23,0.894499628
1451,g2,p7,z23,0.845667969
1428,g2,p7,z23,0.859351442
1414,g2,p7,z23,0.888064648
1388,g2,p7,z23,0.881075329
1383,g3,p4,z23,1.482812376
1383,g3,p4,z148,1.442680381
1389,g3,p4,z23,1.471024356
1393,g3,p4,z23,1.489218963
1390,g3,p4,z23,1.501437167
1392,g3,p4,z148,1.489545996
1460,g3,p4,z148,1.445356235
1461,g3,p4,z23,1.458499666
1462,g3,p4,z23,1.476322523
1458,g3,p4,z23,1.450266125
1456,g3,p4,z23,1.496181611
1456,g3,p4,z148,1.43919215
1454,g3,p4,z23,1.466473249
1412,g3,p4,z23,1.500822874
1413,g3,p4,z23,1.496523312
1414,g3,p4,z23,1.484382676
1415,g3,p4,z23,1.423002122
1416,g3,p4,z23,1.432816853
1417,g3,p4,z23,1.441887078
1418,g3,p4,z23,1.450625804
1419,g3,p4,z23,1.456183728
1421,g3,p4,z23,1.474855932
1435,g3,p4,z23,1.480327969
1434,g3,p4,z23,1.49016426
1432,g3,p4,z23,1.473988242
1436,g3,p4,z23,1.475002287
1431,g3,p4,z23,1.504196314
1447,g3,p4,z23,1.437935973
1429,g3,p4,z23,1.46353728
1424,g3,p4,z23,1.467894564
1425,g3,p4,z23,1.45543892
1427,g3,p4,z148,1.492244352
1438,g3,p4,z23,1.488419061
1443,g3,p4,z23,1.459957468
1444,g3,p4,z23,1.481909305
1460,g3,p4,z1,1.723254523
1452,g3,p4,z1,1.730923761
1456,g3,p4,z1,1.708093223
1458,g3,p4,z1,1.720698935
1446,g3,p4,z1,1.651783456
1448,g3,p4,z1,1.657120399
1451,g3,p4,z1,1.657666839
1443,g3,p4,z1,1.694141269
1459,g2,p20,z1,1.548945475
1461,g2,p20,z1,1.58474166
1465,g2,p20,z1,1.550087966
1454,g2,p20,z1,1.566065619
1449,g2,p20,z1,1.51393707
1444,g2,p20,z1,1.550163455
1451,g2,p21,z23,0.902113309
1441,g2,p21,z23,0.905588596
1464,g2,p21,z23,0.749560614
1454,g2,p21,z1,1.093277107
1456,g1,p56,z148,1.494005351
1433,g1,p56,z148,1.493910518
1425,g1,p56,z148,1.448881396
1438,g1,p56,z148,1.455612718
1442,g1,p56,z148,1.447693424
1386,g1,p56,z148,1.394299158
1393,g1,p56,z148,1.446599819
1416,g1,p56,z148,1.311583095
1412,g1,p86,z148,1.27536899
1414,g1,p86,z148,1.253875555
1464,g1,p56,z1,1.754953764
1453,g1,p56,z148,1.476920082
1419,g2,p21,z148,0.948508318
1464,g2,p85,z148,0.929785474
1461,g2,p85,z148,0.894616435
1463,g2,p85,z148,0.92027643
1458,g2,p85,z148,0.914413499
1387,g2,p21,z23,0.922133835
1385,g2,p21,z23,0.932863938
1395,g2,p21,z23,0.911410916
1392,g2,p21,z23,0.927971012
1390,g2,p21,z23,0.892583209
1459,g2,p21,z23,0.898166518
1454,g2,p21,z23,0.940603867
1456,g2,p21,z23,0.926863376
1412,g2,p21,z23,0.920726024
1413,g2,p21,z23,0.916735753
1414,g2,p21,z23,0.916391556
1435,g2,p21,z23,0.902735986
1450,g2,p21,z23,0.94130798
1425,g2,p21,z23,0.905456635
1427,g2,p21,z23,0.92592868
1383,g2,p65,z23,1.236640726
1385,g2,p65,z23,1.170864411
1386,g2,p65,z23,1.21003343
1386,g2,p65,z148,1.212963912
1390,g2,p65,z23,1.191282397
1391,g2,p65,z23,1.207513646
1392,g2,p65,z23,1.191845517
1393,g2,p65,z23,1.224695846
1421,g2,p65,z23,1.220458631
1421,g2,p65,z148,1.181033831
1422,g2,p65,z23,1.196797805
1427,g2,p65,z23,1.2124375
1425,g2,p65,z23,1.171719979
1411,g2,p80,z23,0.629797075
1412,g2,p80,z23,0.639747668
1413,g2,p80,z23,0.633623427
1419,g2,p80,z23,0.622247938
1421,g2,p80,z23,0.657334493
1425,g2,p80,z23,0.630922078
1427,g2,p80,z23,0.643150256
1411,g2,p65,z23,1.058569305
1412,g2,p65,z23,1.037468012
1414,g2,p65,z23,0.999344947
1415,g2,p65,z23,1.033020836
1416,g2,p65,z23,1.034706234
1417,g2,p65,z23,1.040875114
1453,g2,p80,z23,0.68439761
1456,g2,p80,z23,0.70441029
1446,g2,p80,z23,0.696085292
1449,g2,p80,z23,0.699368094
1461,g2,p80,z23,0.629362526
1432,g2,p80,z23,0.65427687
1465,g2,p65,z1,1.423885447
1383,g3,p23,z23,1.505955863
1384,g3,p23,z23,1.532547795
1391,g3,p23,z23,1.567672238
1395,g3,p23,z23,1.538840685
1419,g3,p23,z23,1.553268812
1460,g3,p23,z148,1.629493921
1461,g3,p23,z1,1.637475174
1458,g3,p23,z1,1.647511307
1458,g3,p23,z23,1.638399664
1453,g3,p23,z148,1.636141289
1454,g3,p23,z1,1.566724557
1421,g3,p23,z23,1.628555066
1422,g3,p23,z23,1.586518547
1431,g3,p23,z23,1.553978005
1436,g3,p23,z23,1.601606387
1433,g3,p23,z23,1.566367393
1451,g3,p23,z23,1.590119716
1445,g3,p23,z23,1.55750657
1450,g3,p23,z23,1.562433458
1425,g3,p23,z148,1.590615195
1428,g3,p23,z23,1.564663755
1424,g3,p23,z23,1.561697396
1441,g3,p23,z23,1.626061566
1455,g2,p7,z1,1.031955176
1454,g1,p66,z1,2.148140127
1451,g1,p66,z1,2.038497935
1453,g2,p6,z1,1.750069693
1456,g2,p9,z1,1.899973286
1391,g2,p6,z23,1.380014197
1413,g2,p9,z23,1.44656472
1418,g2,p9,z23,1.462921261
1419,g2,p9,z23,1.407846514
1427,g2,p9,z23,1.410548093
1454,g2,p6,z23,1.507036719
1455,g2,p6,z23,1.503064573
1420,g2,p6,z23,1.552034634
1434,g2,p6,z23,1.531451648
1386,g2,p9,z23,1.654253035
1384,g2,p9,z23,1.671806183
1454,g2,p9,z23,1.617005392
1411,g2,p9,z23,1.704594912
1444,g2,p9,z23,1.626619147
1453,g1,p66,z148,1.764068178
1428,g1,p66,z148,1.794141424
1384,g2,p7,z23,0.856073844
1382,g2,p7,z23,0.854789471
1395,g2,p7,z23,0.869358793
1394,g2,p7,z23,0.88067228
1392,g2,p7,z23,0.863651652
1460,g2,p7,z23,0.846843376
1462,g2,p7,z23,0.881938186
1464,g2,p7,z23,0.849410082
1455,g2,p7,z23,0.849732998
1416,g2,p7,z23,0.895635184
1417,g2,p7,z23,0.894407975
1421,g2,p7,z23,0.883103464
1422,g2,p7,z23,0.880627906
1431,g2,p7,z23,0.865576568
1450,g2,p7,z23,0.845471802
1426,g2,p7,z23,0.872056459
1427,g2,p7,z23,0.89339525
1429,g2,p7,z23,0.851289041
1443,g2,p7,z23,0.85269544
1459,g2,p65,z23,1.118469159
1461,g2,p65,z23,1.104796905
1455,g2,p65,z23,1.091936032
1454,g2,p65,z23,1.124451175
1435,g2,p65,z23,1.07373693
1432,g2,p65,z23,1.07148944
1437,g2,p65,z23,1.101825749
1450,g2,p65,z1,1.123213375
1451,g2,p65,z23,1.082532211
1446,g2,p65,z23,1.071533725
1449,g2,p65,z1,1.069415551
1447,g2,p65,z23,1.112714329
